epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5156866180209013,0.5003294234092419,-0.06374065864544648,-0.06044577119442133,6.781364679336548,0.5012667179107666
1,0.4065625002750984,0.31283349715746367,-0.1064995128231553,-0.1560033021064905,6.452865362167358,0.4760878086090088
2,0.2632845720419517,0.2260569162093676,-0.21900282943477997,-0.2713758876690498,6.296579360961914,0.474947452545166
3,0.2631760858572446,0.28089785231993747,-0.33617506290857607,-0.37660837173461914,6.346318006515503,0.4750552177429199
4,0.38894808349701077,0.42722214414523196,-0.4226289769777885,-0.4440701993612143,6.362515211105347,0.47392940521240234
5,0.5651583849237516,0.6273264380601736,-0.4673023562018688,-0.4770739353620089,6.534526586532593,0.47226381301879883
6,0.7248077621826758,0.7337411275276771,-0.4857601414506252,-0.48848173251518834,6.501939296722412,0.4720613956451416
7,0.8446593204369912,0.8398844324625455,-0.49261005452046025,-0.4935904076466194,6.374166250228882,0.4704716205596924
8,0.93855459185747,0.9366908165124747,-0.4951663682093987,-0.4964656073313493,6.422588586807251,0.473663330078125
9,1.0104504582973628,0.9767719965714675,-0.49629173427820206,-0.49823062924238354,6.377266883850098,0.4781186580657959
10,1.0615565329790115,1.0374027077968304,-0.49808290944649625,-0.4991912520848788,6.449603080749512,0.48546433448791504
11,1.1073456337818732,1.061866961992704,-0.49850075863874876,-0.49957570204368007,6.315094232559204,0.47293782234191895
12,1.1438948053580065,1.081476697554955,-0.49859542743517804,-0.4999747620179103,6.317985534667969,0.47620177268981934
13,1.1761610370415907,1.1233220925697913,-0.4985954463481903,-0.5005547954485967,6.269879102706909,0.4750854969024658
14,1.2022292866156652,1.1426374453764696,-0.49839189362067443,-0.5005821333481715,6.394135236740112,0.4866025447845459
15,1.2290053092516386,1.1763368936685414,-0.49869797092217666,-0.5009011557469001,6.304810047149658,0.47236108779907227
16,1.24709856739411,1.208432857806866,-0.49916522147563785,-0.5011179722272433,6.2623937129974365,0.47849154472351074
17,1.2695623292372777,1.2140561984135554,-0.49915146426512647,-0.5012813210487366,6.282886743545532,0.47327399253845215
18,1.284043706380404,1.2329967205341046,-0.4992544954785934,-0.5012696958505191,6.214134931564331,0.47606945037841797
19,1.297764010154284,1.241207746359018,-0.4995613550910583,-0.5014168459635514,6.215153932571411,0.47363972663879395
