epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.48944322019815445,0.4722965428462395,-0.08916427295368451,-0.08190779216014422,2.2852394580841064,0.1730670928955078
1,0.39142109339053816,0.3119850479639493,-0.1458502739954453,-0.2068935758792437,2.1111292839050293,0.14898276329040527
2,0.28563250028170073,0.25139207679491776,-0.2666166519316343,-0.30656592891766477,2.097081422805786,0.1480855941772461
3,0.28659018644919765,0.2709463697213393,-0.36275990250018925,-0.38940523450191206,2.0980920791625977,0.14937782287597656
4,0.3657188805250021,0.3707759449115166,-0.42959789759837663,-0.4475659223703238,2.118119955062866,0.1504356861114502
5,0.49256178679374546,0.5157149434089661,-0.4674138335081247,-0.47749075522789586,2.0829615592956543,0.14956092834472656
6,0.6243810802698135,0.6218531452692472,-0.4857283584200419,-0.4898783770891336,2.0515992641448975,0.14938616752624512
7,0.7394236693015466,0.7229498303853549,-0.4922360898210452,-0.496310830116272,1.9971888065338135,0.1489708423614502
8,0.826181500003888,0.7839515346747178,-0.49662276128163707,-0.49887640888874346,1.9892358779907227,0.14895296096801758
9,0.8929636432574346,0.8622280726066003,-0.4986649052454875,-0.5004068590127505,1.9532129764556885,0.15000557899475098
10,0.9470478112881,0.8958955315443186,-0.49908044934272766,-0.5017960782234485,1.9760277271270752,0.14963817596435547
11,0.9908723361217059,0.9396853492810175,-0.500202840910508,-0.5024340290289658,1.9663822650909424,0.15275359153747559
12,1.0275518263761814,0.9447538119096023,-0.5001573511041127,-0.502269990169085,1.9647834300994873,0.1520984172821045
13,1.05775569493954,0.9929174047250015,-0.500462219119072,-0.502635488143334,1.947213888168335,0.148712158203125
14,1.0805616195385273,0.9816264739403358,-0.5006174101279333,-0.5028166472911835,1.9619076251983643,0.1499617099761963
15,1.102858889561433,1.002413740524879,-0.5003628868323106,-0.5031101680718936,1.9797301292419434,0.15113592147827148
16,1.119910281438094,1.0429320564636817,-0.5006783123199756,-0.5035366622301248,1.939112663269043,0.1490774154663086
17,1.138889519067911,1.05430157826497,-0.5005784097772378,-0.5031492526714618,1.9387187957763672,0.14914608001708984
18,1.1528874406447778,1.074589390021104,-0.5006448506162717,-0.5033902250803434,1.9530386924743652,0.14940357208251953
19,1.1699048349490533,1.106619825729957,-0.500081388423076,-0.5034965803989997,1.9486572742462158,0.15003728866577148
