epoch, train_loss, test_loss, forward_time, backward_time
0,0.4237895274162293,0.416790063892092,9.739765882492065,2.4501709938049316
1,0.4235671818256378,0.41632493904658724,9.968736171722412,0.24912285804748535
2,0.4229830121994019,0.41586242403302875,10.617778778076172,0.2635343074798584
3,0.4224234890937805,0.41539694155965534,9.793968439102173,0.2760324478149414
4,0.4218612277507782,0.4149399314607893,9.860962390899658,0.24006366729736328
5,0.4212955546379089,0.41447235005242483,9.865391492843628,0.22472429275512695
