epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.4867258622096135,0.47162089210290176,-0.08989266850627385,-0.0853862097630134,8.975038290023804,3.623932123184204
1,0.3921486253921802,0.31009102784670317,-0.13448286443375623,-0.1762326073188048,8.747832298278809,3.6010091304779053
2,0.2782099877412503,0.2501629086641165,-0.24601332155557779,-0.28619228647305417,8.69776964187622,3.6203176975250244
3,0.2976863066164347,0.31691404489370495,-0.35486874041649014,-0.3832474190455217,9.002346992492676,3.6791999340057373
4,0.42760031383771163,0.4525058131951552,-0.4323890828169309,-0.4413231840500465,9.10392951965332,3.596651554107666
5,0.601096239227515,0.6439415262295649,-0.47158650710032535,-0.4726672814442561,9.122596025466919,3.5769975185394287
6,0.7523129685566976,0.7536970652066745,-0.48854861293847746,-0.4833141634097466,9.206078290939331,3.6187353134155273
7,0.8689064280344889,0.847900193471175,-0.4946296513080597,-0.488693329004141,9.227826833724976,3.5683131217956543
8,0.9555987520859792,0.9150837384737455,-0.49752693852553,-0.4909030015651996,9.254057884216309,3.534749746322632
9,1.020977577337852,0.97138217320809,-0.49951265580379045,-0.49275505542755127,9.517679929733276,3.5734305381774902
10,1.0745544273119707,1.0019474625587463,-0.5002086277191455,-0.4938702812561622,9.233952760696411,3.5297369956970215
11,1.1201379276238954,1.0706032881369958,-0.5006109109291663,-0.49465672557170576,9.477526187896729,3.6705033779144287
12,1.1558172198442311,1.0855141419630785,-0.500728658758677,-0.4950129504387195,9.253410816192627,3.5045366287231445
13,1.1876596212387085,1.1364764617039607,-0.5009121424876727,-0.4954220767204578,9.072841167449951,3.4679954051971436
14,1.21344098678002,1.129232489145719,-0.5012172477749678,-0.49552027995769793,9.094522476196289,3.465203285217285
15,1.2369530178033388,1.1659561028847327,-0.5009714909470998,-0.49562128002826983,9.072587490081787,3.4706788063049316
16,1.2572171229582567,1.179148298043471,-0.501244221169215,-0.49601845328624433,9.167104005813599,3.554584503173828
17,1.2728335284269774,1.1830344750330999,-0.5012498629780916,-0.49606515811039853,9.027823448181152,3.429373264312744
18,1.2897837299567003,1.1957866045144887,-0.5014018158500011,-0.4961021336225363,9.00846242904663,3.42984938621521
19,1.3069239510939672,1.2057750591864953,-0.5010063384587948,-0.4962765872478485,9.022579908370972,3.533015251159668
