epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5572524248407438,0.5183116908256824,-0.08391654978577907,-0.08106829397953473,5.38152551651001,2.496241807937622
1,0.46080825248589885,0.40259743195313674,-0.16229392115313274,-0.24064297286363748,5.346625089645386,2.501525402069092
2,0.3806448389704411,0.34401320723386913,-0.2943357449884598,-0.343999635714751,5.347201108932495,2.514871597290039
3,0.3758528759846321,0.3681874940028557,-0.37336584065969175,-0.4133971677376674,5.488422155380249,2.551561117172241
4,0.4116464859017959,0.38777758754216707,-0.4231018911187465,-0.4482133755317101,5.5667383670806885,2.5122692584991455
5,0.4631644825522716,0.4195410838493934,-0.4552849462399116,-0.4674579638701219,5.412229537963867,2.5016186237335205
6,0.5443578075904113,0.5228132055355952,-0.47508939642172593,-0.48514870038399327,5.388384580612183,2.485161542892456
7,0.6335502209571692,0.645586357666896,-0.4863123750457397,-0.4942639974447397,5.525038003921509,2.5544543266296387
8,0.720869528559538,0.7063233118790847,-0.49197855018652403,-0.4991389696414654,5.519920110702515,2.474996328353882
9,0.7947259900661615,0.767961703813993,-0.4959638032775659,-0.5013735844538763,5.921284437179565,2.469059944152832
10,0.8505312525309049,0.8296913687999432,-0.497214029614742,-0.5019057989120483,5.386004209518433,2.458312749862671
11,0.8946583729523879,0.8470049225367032,-0.49832619898594344,-0.5028853485217462,5.397690534591675,2.753870725631714
12,0.9281462751902066,0.8733174525774442,-0.49898541833345705,-0.5028574329156142,5.408697128295898,2.4627349376678467
13,0.9527626897280033,0.8855017515329214,-0.4992868659588007,-0.5031120822979853,5.568055868148804,2.4643948078155518
14,0.9764371720644144,0.8829932763026311,-0.49735951595581496,-0.5033392218443064,5.369793176651001,2.447589159011841
15,0.9928545653820038,0.9185827924655035,-0.49884006266410535,-0.5036646586198074,5.609316110610962,2.5969390869140625
16,1.0076445593283727,0.9311671807215764,-0.4994457346888689,-0.503444119141652,5.388901472091675,2.4471969604492188
17,1.0190318467525334,0.970760547197782,-0.4994128014032657,-0.5033495999299563,5.480984449386597,2.470492124557495
18,1.0323167580824633,0.9782592929326571,-0.4982408554508136,-0.5037767589092255,5.371013402938843,2.4433672428131104
19,1.0406612066122203,0.9467846705363347,-0.4986305082073578,-0.5035502383342156,5.575767517089844,2.45813250541687
