epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.48944322019815445,0.4722965428462395,-0.08908561287591091,-0.08190779216014422,6.044902086257935,2.7163376808166504
1,0.39152459456370425,0.3119432467680711,-0.14555024914443493,-0.2062727533853971,5.9892261028289795,2.710362672805786
2,0.28517296423132604,0.25113762342012846,-0.2661929935790025,-0.30653950342765224,5.939311504364014,2.7212796211242676
3,0.28557242625034773,0.2701932329397935,-0.3624839668090527,-0.3882585603457231,6.127373933792114,2.7267048358917236
4,0.3637333099658673,0.3698089443720304,-0.4292987619455044,-0.4472999435204726,6.168355703353882,2.733682870864868
5,0.49157593972407854,0.5194763816319979,-0.4672763714423546,-0.47748456780727094,6.0423197746276855,2.710562229156494
6,0.6242400339016547,0.6247791372812711,-0.4856019914150238,-0.48997255242787874,6.054949045181274,2.6934378147125244
7,0.7389841893544564,0.7315094975324777,-0.49215921473044616,-0.4964890915613908,6.063038349151611,2.689558506011963
8,0.8252633512020111,0.7876061017696674,-0.49654173163267284,-0.49895583437039304,6.07020115852356,2.7061944007873535
9,0.8940219030930445,0.8665888676276574,-0.4986288140599544,-0.5004821740663968,6.164860486984253,2.660327911376953
10,0.9480025493181669,0.8964464847858136,-0.4990593418478966,-0.5018154336855962,6.094272613525391,2.664519786834717
11,0.992053278363668,0.9362588478968694,-0.5002089715920962,-0.5025317966938019,6.0976903438568115,2.785264253616333
12,1.0273967442604213,0.9483604110204257,-0.5001685235362786,-0.5023719576688913,6.050418138504028,2.6589102745056152
13,1.0590860545635223,0.9926488812153156,-0.5004474446177483,-0.5027552843093872,6.079659700393677,2.6969118118286133
14,1.0809509066435008,0.9812330328501188,-0.5005970648848094,-0.50289881000152,6.055877447128296,2.66029691696167
15,1.1029761020953839,1.0108808599985564,-0.5003657610370562,-0.5031883235161121,6.192750453948975,2.6508069038391113
16,1.120395956131128,1.0434905794950633,-0.5006725736535512,-0.5036143843944256,6.023722171783447,2.6407477855682373
17,1.137187891281568,1.0593397342241728,-0.5005653959054214,-0.5031893390875596,6.094732761383057,2.682452440261841
18,1.152421758725093,1.0713373239223773,-0.5006378734341035,-0.5034122260717245,6.049230337142944,2.645657777786255
19,1.1705031532507677,1.1114056935677161,-0.5000824223344142,-0.5035296036646917,6.179341077804565,2.701186180114746
