epoch, train_loss, test_loss, forward_time, backward_time
0,0.5007169699668884,0.49802092569214956,260.35619926452637,31.249635934829712
1,0.5007204306125641,0.4979950359889439,261.66694355010986,30.001593828201294
2,0.5006310403347015,0.4979004221303122,262.1697633266449,30.999900102615356
3,0.5005313336849213,0.49783443553107126,260.2770154476166,30.000226974487305
