epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.5009957167964715,0.4763850478025583,-0.08162018914635365,-0.07471938775135921,19.17361283302307,10.656311511993408
1,1.1340615107462957,2.3781673724834738,-0.39376432821154594,-0.49802905091872585,22.44054365158081,7.824557065963745
2,3.9914229007867665,5.1127136303828316,-0.5001587770306147,-0.49822737391178423,30.752906322479248,19.038862705230713
3,7.577171811690698,9.570528910710262,-0.5003417644363183,-0.4982394598997556,33.7155556678772,26.409061193466187
4,14.392878880867592,18.291047756488506,-0.5002906035918456,-0.4981459310421577,37.07708525657654,25.949674367904663
5,26.69678313915546,33.07883057227502,-0.5002833771017882,-0.49825676817160386,42.00585198402405,26.764729261398315
6,47.698925311748795,60.9424922649677,-0.5002373468417388,-0.49820854801398057,47.20466113090515,27.160776138305664
7,74.48726294590877,79.31349182128906,-0.5003567366645887,-0.498165467610726,50.31249952316284,27.237632036209106
8,87.63304255558894,85.92851139948918,-0.5001844918498626,-0.498256836946194,51.77290606498718,27.179378747940063
9,89.78685129605807,88.94586885892429,-0.5002459958195686,-0.4981954051898076,52.08648204803467,27.19347310066223
10,90.11992395841159,89.10802459716797,-0.5002401849398246,-0.4981859234663156,52.16117453575134,27.322492122650146
11,90.22317989055927,89.49625396728516,-0.500199210185271,-0.4981317474291875,52.14892888069153,27.16805911064148
12,90.26175792400653,89.71749114990234,-0.50003343132826,-0.49833173476732695,52.30191135406494,27.214935302734375
13,90.28402577913724,89.56099759615384,-0.5001751064107969,-0.4981698668920077,52.409093618392944,27.413799047470093
14,90.2870847261869,89.70093066875751,-0.500277562210193,-0.49813374418478745,52.41415500640869,27.268949031829834
15,90.30451173048753,89.76237429105319,-0.5002146099622433,-0.4981410480462588,52.46626663208008,27.2210533618927
16,90.30231666564941,89.72513932448167,-0.5003004956703919,-0.49818390149336594,52.38748025894165,27.28016209602356
17,90.31078837468074,89.77175609882062,-0.5002558827400208,-0.4983136928998507,52.61927843093872,27.267831325531006
18,90.31290626525879,89.90491896409254,-0.5002355415087479,-0.4981314746233133,52.5668740272522,27.413992166519165
19,90.31223663916954,89.87238370455228,-0.5004078648411311,-0.4981842293189122,52.20107626914978,27.33440327644348
