epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.4566342750420937,0.4243714465544774,-0.07890606843508206,-0.06976768231162658,10.998772859573364,0.2121899127960205
1,0.36714260566693085,0.3316931472374843,-0.16958242325255504,-0.24656344950199127,10.86222243309021,0.12488126754760742
2,0.3064489811658859,0.26057204604148865,-0.3112428655418066,-0.3479219996012174,10.98990511894226,0.18055319786071777
3,0.3107962121184056,0.27877130989844984,-0.39632433309004855,-0.4138964620920328,10.796963214874268,0.1220698356628418
4,0.41628133161709857,0.4272299340138069,-0.45002044851963335,-0.4572223241512592,10.855277061462402,0.29175734519958496
5,0.6225029923594915,0.7328079205292922,-0.4813060542711845,-0.48563283681869507,10.900212049484253,0.12047934532165527
6,0.9137626393483236,1.0593961293880756,-0.496869890162578,-0.4934209080842825,10.79495644569397,0.2232069969177246
7,1.2183719552480257,1.2977895644994883,-0.5010440234954541,-0.4942376751166124,10.814868450164795,0.1422114372253418
8,1.4547838178964763,1.5117483322436993,-0.5001336840482858,-0.49376439360471874,10.751255989074707,0.12073230743408203
9,1.6957771182060242,1.7631742587456336,-0.4999916868714186,-0.49456618382380557,10.894152879714966,0.2723565101623535
10,1.9775006266740651,2.010305267113906,-0.5006209015846252,-0.49419591747797453,10.932546138763428,0.1195228099822998
11,2.3214945105405955,2.3048578775846043,-0.5005201479563346,-0.4939275934146001,10.88841462135315,0.1208498477935791
12,2.741908243069282,2.8406234887930064,-0.5001466795802116,-0.49402828170703006,10.98951506614685,0.24410319328308105
13,3.2410987202937784,3.387090572944054,-0.500529849758515,-0.493996629348168,10.864686012268066,0.12687969207763672
14,3.823409827855917,3.7065933851095347,-0.5016974182083056,-0.49400774332193226,10.955150127410889,0.13786959648132324
15,4.523958728863643,4.61356023641733,-0.5009792137604493,-0.494169336098891,10.94597339630127,0.12145185470581055
16,5.370915513772231,5.468507766723633,-0.5012052082098447,-0.4945505995016832,10.376144647598267,0.12152981758117676
17,6.389589364712055,6.778425510113056,-0.5000138506293297,-0.4942062772237338,10.280090570449829,0.15048623085021973
18,7.590045323738685,7.842793281261738,-0.5003401665733411,-0.49403250217437744,10.112195253372192,0.11171722412109375
19,8.984083542456993,9.840968718895546,-0.5005087749316142,-0.4945941177698282,10.09953498840332,0.11332368850708008
