epoch, train_ts_loss, test_ts_loss, train_df_loss, test_df_loss, forward_time, backward_time
0,0.49047761868972045,0.4706136561357058,-0.08463381245159186,-0.07892389308947784,13.827018737792969,1.3473262786865234
1,0.3967217378891431,0.3161267133859488,-0.12536081929619497,-0.16736834324323213,13.773371934890747,1.3569865226745605
2,0.2837384039392838,0.25010278133245617,-0.22430523742850011,-0.2673959732055664,13.65033745765686,1.7037010192871094
3,0.28933264315128326,0.3108165997725267,-0.3258809825548759,-0.36211509658740115,13.653011322021484,1.4706876277923584
4,0.40453876841526765,0.4348558004085834,-0.4093722574985944,-0.4261128741961259,13.798802614212036,1.2671923637390137
5,0.6086262900095719,0.6737139408405011,-0.46198459370778155,-0.4708596353347485,14.071967363357544,2.169358015060425
6,0.8606449182216938,0.9318846418307378,-0.48750374752741593,-0.48938730588326085,14.562046766281128,1.5982356071472168
7,1.141953625358068,1.2017619609832764,-0.4967300376066795,-0.4963588622900156,15.066667079925537,0.6637411117553711
8,1.4144586370541499,1.4461287076656635,-0.4991328429717284,-0.4984257244146787,14.55298900604248,0.48275279998779297
9,1.6196673329059894,1.616656862772428,-0.4999018953396724,-0.49888908863067627,14.806940793991089,0.5294930934906006
10,1.8103679074690893,1.7875961340390718,-0.499840579353846,-0.49928334813851577,14.877728462219238,0.48368072509765625
11,2.0077097782721887,1.9873592211649969,-0.49978928439892256,-0.49957101620160616,14.923803806304932,0.49003124237060547
12,2.220804723409506,2.1717268320230336,-0.5000303187049352,-0.4995728043409494,15.085561513900757,0.5850615501403809
13,2.4519854463063755,2.362327428964468,-0.499860524558104,-0.49962279429802525,15.20141339302063,0.49704480171203613
14,2.7169177578045773,2.716619711655837,-0.5000984617150747,-0.4997407358426314,15.51830267906189,0.5193905830383301
15,3.022125312915215,3.0072262103740988,-0.499711332985988,-0.49975447012827945,15.470293521881104,0.7223975658416748
16,3.3528942328232985,3.25987197802617,-0.49987130956007886,-0.499559936615137,15.543206930160522,0.7622160911560059
17,3.7212631656573367,3.6522162694197435,-0.5000555085448118,-0.49973488541749805,15.777185916900635,1.2645246982574463
18,4.150165392802312,4.104532700318557,-0.5002839020811595,-0.4995582034954658,15.890126705169678,1.6433591842651367
19,4.629968184691209,4.575562477111816,-0.5000051460587062,-0.49951125108278716,16.00727128982544,2.112908124923706
